Year,Month,Word,Frequency
2011,05,senator,92
2011,05,budget,86
2011,05,medicare,73
2011,05,said,60
2011,05,spending,60
2011,05,health,56
2011,05,american,54
2011,05,national,54
2011,12,tax,82
2011,12,american,64
2011,12,act,56
2011,12,federal,52
2011,12,small,48
2011,12,jobs,47
2011,12,businesses,47
2011,12,bill,44
2011,12,congress,42
2011,12,year,41
2010,08,small,37
2010,08,jobs,33
2010,08,congress,30
2010,08,health,30
2010,08,businesses,27
2010,08,kansas,24
2010,08,business,24
2010,08,new,23
2010,08,care,21
2010,08,san,20
2014,09,american,80
2014,09,district,72
2014,09,congress,70
2014,09,isil,68
2014,09,health,61
2014,09,act,58
2014,09,work,51
2014,09,federal,51
2014,09,threat,46
2014,09,people,45
2010,02,spending,57
2010,02,jobs,52
2010,02,budget,49
2010,02,new,49
2010,02,congress,46
2010,02,kansas,45
2010,02,year,39
2010,02,health,39
2010,02,tax,38
2010,02,visit,33
2009,12,jobs,67
2009,12,new,49
2009,12,legislation,44
2009,12,billion,42
2009,12,act,42
2009,12,christmas,41
2009,12,year,40
2009,12,health,39
2009,12,energy,38
2009,12,american,37
