Year,Month,Word,Frequency
2015,01,bill,130
2015,01,act,123
2015,01,legislation,108
2015,01,also,106
2015,01,district,106
2015,01,year,105
2015,01,state,96
2009,11,health,228
2009,11,care,211
2009,11,bill,130
2009,11,act,98
2009,11,new,97
2009,11,reform,93
2009,11,legislation,85
2009,11,veterans,80
2009,11,insurance,78
2009,11,information,64
2012,07,health,91
2012,07,care,87
2012,07,july,79
2012,07,new,68
2012,07,congress,65
2012,07,families,63
2012,07,bill,62
2012,07,tax,59
2012,07,act,58
2012,07,affordable,52
2011,10,jobs,118
2011,10,american,98
2011,10,medicare,96
2011,10,help,95
2011,10,new,91
2011,10,act,89
2011,10,congress,82
2011,10,district,79
2011,10,federal,76
2011,10,small,73
2013,09,congress,122
2013,09,syria,115
2013,09,health,106
2013,09,government,96
2013,09,district,93
2013,09,military,92
2013,09,care,71
2013,09,weapons,69
2013,09,people,67
2013,09,work,65
2011,06,district,68
2011,06,act,67
2011,06,afghanistan,66
2011,06,debt,63
2011,06,congress,61
2011,06,rep,60
2011,06,federal,56
2011,06,new,51
2011,06,american,49
2011,06,energy,48
2011,04,budget,189
2011,04,government,120
2011,04,health,116
2011,04,shutdown,95
2011,04,federal,91
2011,04,congress,91
2011,04,medicare,81
2011,04,district,75
2011,04,services,73
2011,04,bill,72
2015,06,trade,44
2015,06,bill,43
2015,06,congress,41
2015,06,world,37
2015,06,war,36
2015,06,also,34
2015,06,veterans,33
2015,06,work,31
2015,06,american,30
2015,06,funding,29
2013,12,new,88
2013,12,health,74
2013,12,year,72
2013,12,act,64
2013,12,congress,63
2013,12,bill,55
2013,12,insurance,52
2013,12,schiff,50
2013,12,federal,49
2013,12,coverage,46
2014,05,veterans,145
2014,05,help,94
2014,05,congress,89
2014,05,health,84
2014,05,bill,81
2014,05,district,80
2014,05,care,78
2014,05,congressman,78
2014,05,work,75
2014,05,women,72
2011,01,health,179
2011,01,care,149
2011,01,congress,124
2011,01,new,116
2011,01,act,94
2011,01,state,94
2011,01,work,91
2011,01,congressman,83
2011,01,law,81
2011,01,senator,81
2015,04,new,63
2015,04,work,58
2015,04,congress,58
2015,04,school,56
2015,04,april,56
2015,04,years,54
2015,04,trade,52
2015,04,bill,52
2015,04,last,50
2015,04,national,49
2013,11,veterans,177
2013,11,health,157
2013,11,insurance,119
2013,11,care,117
2013,11,help,108
2013,11,congress,101
2013,11,also,96
2013,11,act,91
2013,11,work,90
2013,11,people,81
2012,06,health,150
2012,06,act,134
2012,06,care,117
2012,06,district,111
2012,06,june,91
2012,06,new,83
2012,06,program,81
2012,06,congress,80
2012,06,information,73
2012,06,work,72
2010,05,health,138
2010,05,new,109
2010,05,care,86
2010,05,act,86
2010,05,may,75
2010,05,congress,75
2010,05,legislation,63
2010,05,congressman,61
2010,05,law,60
2010,05,help,59
2011,08,jobs,94
2011,08,bill,74
2011,08,act,61
2011,08,work,56
2011,08,federal,55
2011,08,new,52
