Year,Month,Word,Frequency
2014,04,act,76
2014,04,federal,74
2014,04,county,73
2014,04,april,70
2014,04,also,69
2009,08,senator,15
2009,08,collins,12
2009,08,afghanistan,10
2009,08,iraq,9
2009,08,general,8
2009,08,read,7
2009,08,plane,5
2009,08,forces,5
2009,08,johanns,4
2009,08,odierno,4
2009,09,health,125
2009,09,texas,111
2009,09,care,108
2009,09,senate,76
2009,09,acorn,61
2009,09,main,59
2009,09,suite,58
2009,09,reform,56
2009,09,cornyn,50
2009,09,federal,45
2011,03,kansas,161
2011,03,federal,103
2011,03,spending,100
2011,03,health,94
2011,03,wichita,94
2011,03,senate,89
2011,03,city,88
2011,03,care,79
2011,03,law,74
2011,03,budget,72
2010,12,senate,93
2010,12,tax,68
2010,12,senator,63
2010,12,new,52
2010,12,congress,49
2010,12,government,42
2010,12,time,41
2010,12,federal,36
2010,12,illinois,35
2010,12,first,33
2011,05,senator,147
2011,05,kansas,106
2011,05,collins,104
2011,05,senate,101
2011,05,energy,91
2011,05,county,85
2011,05,address,85
2011,05,time,84
2011,05,national,84
2011,05,wichita,72
2011,12,senate,68
2011,12,act,66
2011,12,federal,52
2011,12,pipeline,45
2011,12,kansas,45
2011,12,senator,44
2011,12,also,43
2011,12,year,42
2011,12,jobs,41
2011,12,energy,40
2010,08,iraq,21
2010,08,main,17
2010,08,ok,16
2010,08,iran,16
2010,08,senate,12
2010,08,suite,11
2010,08,sanctions,11
2010,08,troops,10
2010,08,states,9
2010,08,inhofe,9
2014,09,senator,58
2014,09,isis,53
2014,09,senate,53
2014,09,american,41
2014,09,states,38
2014,09,corker,35
2014,09,state,35
2014,09,united,34
2014,09,epa,31
2014,09,bill,31
2010,02,health,92
2010,02,senate,75
2010,02,congress,63
2010,02,care,60
2010,02,federal,54
2010,02,government,54
2010,02,budget,52
2010,02,year,46
2010,02,state,46
2010,02,legislation,45
2009,12,bill,176
2009,12,health,155
2009,12,care,149
2009,12,senate,122
2009,12,texas,86
2009,12,senator,79
2009,12,new,68
2009,12,reid,66
2009,12,suite,64
2009,12,reform,63
